fnum,buildings,forest,glacier,mountain,sea,street
20173,1.9540655e-08,1.0,3.2521715e-08,3.9090346e-12,7.705102e-09,8.8649574e-11
20174,0.0034363756,0.0049047195,0.06655864,0.6286258,0.2962103,0.00026413886
20175,2.3027304e-14,1.0,1.343388e-11,9.599215e-21,4.2533464e-19,9.377301e-09
20176,0.02475549,0.00176168,0.02076599,0.9175925,0.034519695,0.00060463167
20177,0.0047599203,0.00093770406,5.2831104e-09,1.8914682e-11,1.1947006e-06,0.9943012
20178,0.033234924,0.0040701586,1.0177209e-05,3.1871383e-07,6.365362e-05,0.9626208
20179,5.85546e-05,0.93417174,0.057095595,0.007320736,0.00074484234,0.0006085531
20181,0.9977724,0.0006937749,3.0183044e-05,0.00013116308,0.0001232331,0.0012491206
20183,6.6412977e-06,0.026630802,2.8206402e-12,6.4448852e-15,3.946161e-08,0.97336257
20184,1.8923377e-06,8.243126e-05,1.5281701e-09,4.82537e-13,7.799928e-08,0.9999156
20185,0.08359437,0.011276529,0.24158098,0.48018324,0.16499583,0.018369084
20186,0.9991353,1.4632796e-09,5.5102225e-11,8.0349966e-10,0.00086117245,3.6174079e-06
20187,0.04343913,0.022702374,0.2773191,0.36976188,0.28444433,0.002333151
20189,0.006171995,0.0013330745,0.011927356,0.81654686,0.16378914,0.00023152718
20190,0.02610015,0.4975841,0.08255598,0.04054819,0.26968503,0.08352659
20191,0.0007320074,4.6516598e-05,8.075166e-08,6.7814074e-09,2.5214675e-07,0.9992211
20194,0.031010063,0.007936138,0.0074889925,0.00044735984,0.015052174,0.93806523
20195,0.0012819191,0.89846027,0.011299047,0.00024208875,0.08522683,0.0034898634
20198,0.017718036,0.0053463927,0.3035157,0.62406856,0.049018912,0.00033241606
20202,0.1608241,0.011326689,0.10289474,0.3887784,0.32534948,0.010826675
20204,0.01728825,0.011208584,0.11276243,0.1579754,0.6896524,0.011112977
20206,0.92617095,0.00030578376,0.053766824,0.0038089843,0.0034565863,0.01249087
20207,0.9982975,8.54128e-06,4.207542e-09,3.4658456e-09,1.3266719e-05,0.0016807747
20209,0.05477332,0.0057487297,3.7415564e-05,1.9837193e-05,0.002814355,0.93660635
20210,0.03658548,0.022208491,0.08560548,0.82525694,0.03021049,0.00013306167
20211,0.056951303,0.02299834,0.076210804,0.11652219,0.6641546,0.06316271
20212,0.032903153,0.023329126,0.1444874,0.18044057,0.5939398,0.024899997
20216,0.0019916343,0.008282332,1.7540451e-05,5.012414e-06,5.7557263e-05,0.9896459
20218,0.9999999,1.0443576e-18,3.2445458e-22,2.9638874e-23,8.951859e-09,1.0452283e-07
20221,0.03732122,0.025450071,0.12887563,0.718871,0.0018553819,0.08762668
20222,0.0014720804,0.1825613,2.6684734e-06,9.894552e-07,0.00014204455,0.81582093
20225,0.006658753,0.9156232,1.4081006e-06,1.2884168e-07,0.077716336,2.1907427e-07
20226,0.00012619748,0.005383379,0.036538076,0.95735735,0.00058760145,7.370008e-06
20227,0.00039707895,6.7713256e-05,0.84955114,0.12295958,0.026886662,0.00013788968
20228,0.9998599,7.131446e-09,1.576546e-06,1.0840077e-07,5.786557e-05,8.061622e-05
20229,6.738271e-09,0.9999825,6.1279657e-06,2.5669546e-11,2.7134976e-09,1.1402913e-05
20230,0.034657706,0.018679505,0.1716087,0.21705805,0.5395168,0.01847923
20231,0.507963,0.008093019,1.6255315e-07,5.0809685e-08,5.035626e-07,0.48394325
20232,0.0005753324,0.07427682,0.0045059416,0.917632,0.0029926463,1.7248864e-05
20234,1.3260415e-05,3.1132997e-05,3.7577977e-10,2.859782e-12,5.9730934e-07,0.99995506
20236,0.085013986,7.9905025e-05,0.0017593858,0.016793285,0.8930209,0.0033325134
20238,0.047476232,0.95245725,6.282539e-11,2.3149738e-09,4.103036e-05,2.5539039e-05
20240,0.0004904432,2.327997e-06,0.103358895,0.6064835,0.28965268,1.2076182e-05
20241,0.11595376,0.01396206,0.14598948,0.71682,0.0033237038,0.003950988
20242,1.2978566e-08,0.9999989,2.8726243e-08,6.164536e-10,1.6729555e-08,1.1116434e-06
20243,0.052769523,0.020140132,0.09653504,0.15373534,0.64677006,0.030049905
20245,0.9846538,0.0013103355,0.0030600624,0.0009293251,0.002700641,0.0073458874
20246,0.71588117,0.0020251272,0.00052557007,0.0005752675,0.0009900536,0.2800028
20247,0.28250533,0.050442807,0.00044536256,0.00023239445,0.2954199,0.37095416
20249,0.39765006,0.013938132,0.2476117,0.13675024,0.17330372,0.030746128
20250,0.87065774,0.011326639,0.013499589,0.049468987,0.0027693005,0.0522776
20252,7.88256e-06,0.99996805,6.2756635e-09,2.69e-10,2.407111e-05,1.2502828e-08
20253,0.012557108,0.4532721,0.1010149,0.12413357,0.22070414,0.08831807
20255,0.001643149,0.00047798068,0.00010412848,0.00063970214,0.99674904,0.00038599715
20256,0.014340603,0.0030728362,0.7465294,0.108082086,0.042672765,0.0853023
20257,0.00014602336,1.1716857e-06,0.0014004045,0.049881537,0.94857067,1.9551183e-07
20259,0.07485006,0.014017553,9.202694e-05,0.00021623743,8.5260486e-05,0.9107389
20260,8.428448e-06,0.9999753,1.3129787e-05,5.815269e-07,2.4790843e-06,2.872292e-09
20261,2.5104052e-07,0.99998796,1.4855127e-13,9.954421e-19,1.6006951e-10,1.181649e-05
20264,0.10230202,0.014888022,0.0050177565,0.03255627,0.83697385,0.008262073
20265,0.04193057,0.0059357523,0.108791396,0.14981015,0.6835151,0.010017089
20266,0.5396571,6.9814036e-05,2.1622055e-09,1.954589e-10,0.0015989998,0.45867416
20267,0.40095362,0.0015541159,0.00080480735,0.0014316313,0.028085597,0.5671702
20268,0.858272,0.0011753617,0.000107388194,0.00019887404,0.0004408243,0.1398054
20269,0.016502054,0.017858453,0.17356308,0.4697183,0.27493933,0.047418766
20270,0.0036708894,0.0012970855,1.939815e-06,2.5592584e-07,0.00012470243,0.9949051
20271,0.00075643085,2.8711736e-05,0.003577482,0.9070875,0.08847238,7.758153e-05
20272,0.002261817,0.021835014,0.13942485,0.83119017,0.004700779,0.0005874144
20273,5.996831e-05,7.79597e-07,0.0013908606,0.011222515,0.9873253,6.1620636e-07
20274,2.8041647e-09,0.99982977,3.5212943e-15,3.362901e-23,2.2394475e-13,0.00017019422
20275,0.0028255621,0.00010713287,0.0048072315,0.039688777,0.9524753,9.600683e-05
20276,0.0008785492,0.015062025,0.0018820126,0.9808663,0.0013085802,2.6042703e-06
20277,0.014474404,0.32653376,0.03063365,0.52215344,0.099838175,0.006366614
20281,0.024524163,0.0013712486,0.12151548,0.09533814,0.7548499,0.0024009435
20282,0.0014958412,0.0012627844,0.008132508,0.78684515,0.20225058,1.3173864e-05
20283,0.0019160167,3.6897159e-06,0.0012956748,0.04558393,0.9511975,3.1329475e-06
20285,0.019048434,0.057163022,0.62748766,0.2474645,0.016548991,0.03228736
20286,0.00030228263,3.3271597e-05,2.8547344e-09,1.4455931e-11,1.2322748e-06,0.99966323
20287,0.0014753247,0.0001116552,0.13766126,0.03180579,0.8282838,0.0006621592
20288,0.74225295,0.16247168,0.03433828,0.03260484,0.023826405,0.004505838
20289,0.0002571457,2.9037574e-05,0.009882487,0.035633415,0.95416343,3.4460452e-05
20292,0.0156180635,0.0056434995,0.0843016,0.36006546,0.53296083,0.0014105802
20293,0.30855668,0.012017274,0.002592988,0.0037317132,0.026651153,0.6464502
20294,0.011686354,0.00015373505,1.4373788e-05,5.5717567e-08,5.757087e-05,0.98808783
20296,0.010975459,2.5399939e-05,1.3226984e-05,6.588585e-08,9.1588145e-06,0.98897666
20297,0.96551,0.0067432644,0.0015148612,0.017856212,0.00208826,0.006287332
20299,1.272227e-07,0.9999945,5.274122e-06,2.3199576e-08,2.8119942e-11,7.299183e-08
20300,0.40069386,0.00096776953,0.010177933,0.03204199,0.498277,0.057841465
20303,0.0012378844,0.45844033,0.5206323,0.018276824,0.00029067378,0.0011220744
20304,0.008799197,0.0053243577,0.10812847,0.87232566,0.0046121734,0.00081013545
20305,2.0781741e-05,5.3697414e-07,0.0010022059,0.014766251,0.98421025,5.4928133e-08
20306,0.0016972536,0.9982223,1.0854386e-05,6.6737346e-05,4.2217425e-09,2.8900329e-06
20307,0.20363925,0.037368733,0.16311029,0.3769035,0.19274455,0.026233641
20309,0.947557,0.00039756583,3.418679e-05,3.437248e-05,0.0010525719,0.05092435
20310,0.24235025,0.09233709,0.18514907,0.16754681,0.21657906,0.096037716
20311,0.00017410655,0.9998233,4.2311805e-07,3.6060369e-10,2.4986113e-09,2.1222384e-06
20313,0.004616698,0.000895479,0.053397175,0.100179926,0.8398208,0.001089922
20314,0.0131755555,0.08050647,0.08515171,0.68897057,0.12840995,0.0037857657
20315,1.8391388e-10,1.0,1.3464296e-12,1.3998689e-14,6.170815e-13,1.0861023e-12
20316,0.006282623,0.00026007651,0.0057212277,0.027031314,0.9602417,0.00046297285
20317,0.023960434,0.06832308,0.097291134,0.6520001,0.15530586,0.0031194242
20318,0.0034098313,0.0023028932,7.033287e-07,6.728002e-08,0.00013269567,0.9941538
20319,7.3504157e-06,0.9999536,2.5785364e-06,8.676474e-06,1.8094096e-06,2.582591e-05
20320,0.1688579,0.15192798,0.14695506,0.40669906,0.09958615,0.025973814
20322,0.00011979722,0.9997881,8.5163505e-05,1.1191852e-06,4.031067e-06,1.8304248e-06
20326,0.0033971968,0.924801,0.010077385,0.04302062,0.009157333,0.009546433
20327,0.008467461,0.0156145925,0.082510695,0.48477116,0.40644607,0.0021899412
20328,2.8376577e-13,0.9974946,2.4283105e-14,9.7468757e-26,4.9957884e-21,0.0025053977
20329,0.0022544947,0.003677825,0.35477197,0.08242981,0.5499374,0.0069284863
20330,1.1907365e-06,0.99993634,5.7168083e-05,6.0143506e-08,1.3622812e-09,5.0779977e-06
20331,0.22216298,0.09852481,0.00028697093,2.3315544e-05,0.005448663,0.6735533
20332,8.838342e-05,2.1004897e-05,2.8225043e-07,6.696105e-10,1.0388133e-06,0.99988925
20333,0.0032297745,0.0017578527,0.049220163,0.16564637,0.7795045,0.0006413493
20334,0.0017372685,0.001661221,0.011963176,0.5742037,0.41041487,1.9744579e-05
20335,7.367104e-06,3.6585918e-06,1.214158e-10,7.37844e-15,1.2773058e-08,0.9999889
20336,0.020984247,2.14383e-06,1.267434e-10,5.971034e-12,1.2285153e-08,0.97901356
20337,0.019184677,0.039347976,0.0006095917,0.00018863597,0.00057791045,0.94009125
20341,4.3416214e-05,1.7792202e-07,0.0030673703,0.016916454,0.9799722,3.0253608e-07
20342,0.04818458,0.08326781,0.11460708,0.07331945,0.6506749,0.029946147
20343,0.00010974191,0.03561171,2.6448742e-08,1.6611178e-10,5.5543487e-06,0.964273
20344,0.9992836,1.5818048e-07,3.5197996e-08,7.5942815e-08,5.1432694e-06,0.00071104325
20345,0.0012112368,0.47055334,0.015285968,0.004256596,0.5070839,0.0016089869
20346,0.22663881,0.066996716,4.4528105e-07,2.277281e-09,0.0029585147,0.7034055
20347,0.00040229168,1.5878376e-06,0.00045460608,0.008497811,0.99064225,1.4289903e-06
20348,0.99645823,8.890057e-09,4.2825907e-09,3.5720402e-09,0.0028466845,0.0006949851
20350,0.9168654,0.00094832183,0.014434975,0.0151833985,0.041183405,0.011384579
20352,0.005148059,0.0004803546,0.0021797423,0.036165293,0.95600975,1.6806925e-05
20353,9.906863e-05,0.021045743,3.2618167e-10,6.267856e-11,1.7349286e-08,0.9788552
20355,0.016893351,0.007795663,0.5665295,0.33098394,0.06858587,0.009211647
20356,0.062204186,0.013074829,0.063522294,0.8560237,0.004936542,0.00023842741
20357,0.065955326,0.109493025,0.02440502,0.0095566055,0.027304396,0.7632856
20358,0.2581332,0.23814127,0.026370954,0.036345642,0.19392061,0.24708837
20359,0.25531945,0.008887886,0.5880383,0.09668159,0.02105723,0.030015575
20362,0.030751688,0.0021270977,0.5864729,0.23893541,0.14067686,0.0010360518
20363,0.00092022703,0.02554961,0.003870587,0.95267576,0.016975597,8.279133e-06
20365,0.00014313118,0.018486217,4.8469156e-10,6.5832227e-12,4.082861e-09,0.9813706
20366,0.8054849,0.006676972,8.170051e-07,2.9592564e-05,0.00011692005,0.18769082
20367,0.15723766,0.017261237,0.0016806156,0.0016385644,0.0092834765,0.81289846
20370,0.00044523968,7.452089e-05,1.2332592e-09,4.8090667e-11,1.1815956e-06,0.9994791
20371,0.72422,5.2481402e-05,0.00010225203,0.00041213227,0.26580563,0.009407563
20372,0.0056940615,0.0017206664,0.052095532,0.084953815,0.8530262,0.0025096722
20373,0.10700167,0.037617926,0.1270259,0.38918644,0.3375247,0.0016434257
20374,0.01978119,0.00030745703,0.005365919,0.0067637325,0.96766883,0.00011282357
20378,0.009306399,0.32472938,0.00025595722,2.5814621e-05,0.0029516444,0.6627307
20379,0.0041379076,1.9536361e-05,0.0028452335,0.78830874,0.20468722,1.3383172e-06
20380,0.005331884,0.0020257216,0.035284918,0.045884047,0.9100365,0.0014370101
20382,0.0031331445,2.0139389e-05,0.004484097,0.09537397,0.89695245,3.612817e-05
20383,0.0017037856,0.006270128,0.00017210373,1.5696598e-05,0.0006469299,0.9911913
20384,0.0010615356,0.9973688,2.5217574e-05,1.8790899e-05,0.0015254386,2.254553e-07
20386,0.013125591,0.013663666,0.12156817,0.34707066,0.49948192,0.0050899894
20387,0.00015316732,0.98878026,0.010875955,7.60534e-05,1.8701036e-05,9.600591e-05
20388,0.2281959,0.0063090557,0.6146305,0.08881467,0.05447145,0.0075782747
20389,0.023790112,0.039086092,0.019224722,0.1515758,0.7654618,0.0008615297
20390,0.5853492,0.00785338,3.211144e-06,9.054084e-06,0.00011044269,0.40667474
20392,0.0010132468,6.888359e-06,0.0023139277,0.027754307,0.968903,8.716044e-06
20393,0.0021412906,0.00015429338,0.008832676,0.08360454,0.9051344,0.00013286048
20394,0.9947561,3.5349134e-07,3.6896236e-10,4.9846294e-10,1.8368689e-06,0.005241756
20395,0.014599785,0.0068979957,0.11238422,0.1325753,0.725539,0.008003723
20397,0.0026816467,0.19242299,0.0017823111,0.8007439,0.0023302652,3.897764e-05
20398,0.007503599,0.0035252762,0.4308519,0.26663014,0.28682318,0.004666036
20400,2.786943e-13,1.0,1.3934555e-16,8.002715e-22,9.865002e-16,5.512305e-09
20401,0.009927842,0.00038232608,0.017086525,0.44891426,0.5234779,0.00021113426
20402,0.0009758647,2.2518305e-09,1.9442565e-05,0.0006708373,0.9983339,9.809096e-10
20405,0.0030950247,0.004307633,5.2345473e-05,2.834661e-06,0.00070834876,0.9918338
20406,0.025506666,0.031209843,0.31477728,0.107596576,0.46633255,0.05457705
20408,0.0005312533,8.1663675e-05,1.8672822e-07,1.8251324e-08,2.0772766e-06,0.99938476
20409,0.0015268538,0.0006064121,0.8226142,0.14338173,0.030070126,0.0018007574
20411,1.2727794e-09,0.99999285,4.0735546e-07,6.813475e-18,4.669586e-13,6.7490723e-06
20413,0.0064278836,0.0004454975,0.013211645,0.14132935,0.8384597,0.00012588977
20414,0.23382626,0.010563208,0.09404735,0.5250501,0.13383819,0.0026748187
20416,0.007934538,0.0037317534,0.1382918,0.15516056,0.694171,0.00071036036
20417,1.0628681e-06,0.73924774,3.1196198e-10,1.0812986e-12,3.0720558e-11,0.26075116
20418,0.016068242,0.0021541778,0.133514,0.31194687,0.53433645,0.0019803264
20419,0.0132138245,0.0018443803,0.3078763,0.49141842,0.18046422,0.0051828125
20421,0.043099247,0.17587446,0.08699516,0.5983774,0.0773064,0.018347317
20423,0.00014405238,1.776742e-05,0.82899237,0.15440063,0.01643474,1.043098e-05
20424,0.008719315,0.0002523423,0.26118302,0.029241834,0.6956741,0.004929402
20425,0.27926204,0.069529,0.0064178077,0.023770127,0.024753515,0.5962675
20427,0.00247481,1.2714749e-05,0.008107175,0.87810874,0.111296274,1.943968e-07
20430,0.666267,0.00023220894,5.7399822e-05,9.2014425e-06,0.0010064451,0.33242768
20431,0.07133809,0.8692524,3.6070464e-09,9.760369e-10,3.3306353e-07,0.059409186
20432,2.457908e-06,2.0636022e-05,1.6218797e-10,6.092233e-14,5.3924323e-09,0.9999769
20433,0.013564923,0.006428659,0.10375071,0.14007896,0.7292035,0.006973241
20435,0.00022390185,0.00042931776,0.04806304,0.9368077,0.0144703435,5.7095294e-06
20436,0.9728377,0.0028237253,0.0025956887,0.0053998055,0.0016684848,0.014674631
20438,5.753784e-05,1.3769406e-05,0.92215157,0.077146985,0.000527262,0.000102877544
20439,1.1765993e-11,1.0,1.7356934e-11,1.307838e-15,4.4255066e-15,2.873541e-09
20440,0.039311714,0.012945426,5.735665e-06,1.5211224e-06,0.0013872053,0.94634837
20441,0.00055343827,1.1139371e-05,0.98162836,0.017364824,0.0003947426,4.7465182e-05
20443,0.0012648936,1.8541807e-05,0.04483223,0.34855473,0.6053093,2.0233441e-05
20444,2.2143468e-05,1.7482921e-06,0.25201124,0.74700445,0.0009604417,1.1180972e-08
20446,0.10384994,0.0824255,0.14415978,0.45253915,0.16538617,0.051639445
20447,1.2285791e-11,1.0,2.5070711e-11,1.1389073e-16,5.91605e-13,7.809664e-09
20448,0.0015827902,0.9559034,0.000110905545,1.3322754e-05,0.00039655904,0.041993044
20449,0.99651283,0.0007309189,1.8726345e-09,2.9181898e-12,3.2446344e-08,0.0027562897
20450,4.9925842e-05,0.9948978,0.0044177505,0.0004803545,6.428335e-05,8.993338e-05
20454,0.1276541,0.024349693,3.677635e-05,0.00013611736,0.004192644,0.8436307
20455,0.39595413,0.0028227232,0.0032509894,0.026048338,0.57167727,0.00024651593
20457,0.03254299,0.043203536,0.07211982,0.39321995,0.45061997,0.008293727
20458,0.014782559,0.039618425,0.23636909,0.09110826,0.59613615,0.02198554
20459,0.14615214,0.045298208,0.009207494,0.010600165,0.020182364,0.7685596
20460,0.9862895,0.00015219107,1.542238e-05,1.308959e-05,7.987824e-05,0.013450152
20461,0.009619304,0.00016227065,0.02112114,0.05519615,0.9132201,0.0006810766
20464,0.0071842116,0.0012894089,0.0034127606,0.0005794068,0.001512046,0.9860221
20465,0.32592773,0.014360651,1.4501604e-08,5.1592823e-15,8.2617566e-07,0.65971076
20467,0.06120135,0.018238727,0.14123033,0.7033831,0.04981194,0.026134586
20472,0.006816289,3.6907048e-05,0.022912115,0.0059792385,0.9641236,0.00013177302
20473,0.0011078287,0.00033665737,0.0011195985,0.811777,0.18565844,5.0187515e-07
20474,0.0016337608,5.237793e-06,6.239972e-08,1.7789201e-09,4.1904238e-07,0.99836046
20475,0.021872194,0.002688251,0.27787408,0.34766567,0.34921482,0.0006850037
20476,0.005295137,0.06308274,0.021174494,0.12175608,0.7878363,0.0008552285
20477,0.042962722,0.016978761,0.5434985,0.18934283,0.1534273,0.05378986
20479,0.06579788,0.0015600809,0.48819417,0.0205825,0.0029444387,0.42092094
20480,0.88977575,0.0017014266,9.297561e-07,1.9918949e-07,0.000111588815,0.108410105
20482,0.00046010123,2.240299e-05,0.009171361,0.050737627,0.9395617,4.680678e-05
20484,0.0046258285,2.3825933e-05,0.0009766247,1.7004866e-06,9.45114e-05,0.99427754
20485,9.1626185e-07,0.9999933,5.271426e-06,5.885884e-08,1.8241897e-08,4.547589e-07
20486,0.118197545,0.00664573,0.05945488,0.5405242,0.27491447,0.0002631994
20487,1.2595616e-05,0.0019267976,1.0975262e-09,6.711637e-15,4.070007e-07,0.99806017
20489,0.02866857,0.012570494,0.1347164,0.17041112,0.63970363,0.013929756
20490,0.0575768,0.3799101,0.054406103,0.062210005,0.30088866,0.14500839
20491,0.81826156,0.0014710472,6.204989e-07,1.0366817e-09,0.0073204846,0.17294626
20493,0.036629345,0.0605523,0.28537223,0.20886345,0.33005434,0.078528315
20494,0.054883335,0.0302411,0.08027488,0.28584015,0.52325165,0.02550894
20495,0.029258627,0.017218787,0.16399495,0.5088223,0.26521724,0.015488065
20497,0.0025880313,0.007877328,0.0062382584,0.96232164,0.02094436,3.041891e-05
